2022-03-25 21:35:24 [    INFO] ===================== Start Monitoring Motion of Reolink Camera ====================
2022-03-25 21:35:24 [    INFO] camera source:           Eingang, frameRate:               20
2022-03-25 21:35:24 [    INFO] resolution:              2560*1920, bitRate:                 8192
2022-03-25 21:35:24 [    INFO] ------------------------------------------------------------------------------------
2022-03-25 21:35:24 [    INFO] start time:              2022-03-25 21:35:24
2022-03-25 21:35:24 [    INFO] ====================================================================================
2022-03-25 21:35:24 [    INFO] alarm area (80, 60):000000000000000000000000000001111111111111111110000000000000000000000000000001110000000000000000000000000000011111111111111111100000000000000000000000000000011100000000000000000000000000000011111111111111111000000000000000000000000000000111000000000000000000000000000000111111111111111110000000000000000000000000000001110000000000000000000000000000001111111111111111111111111110000000000000000000011100000000000000000000000000000011111111111111111111111111100000000000000000000111000000000000000000000000000000111111111111111111111111111000000000000000000001110000000000000000000000000000001111111111111111111111111111111111111111000000111100000000000000000000000000000011111111111111111111111111111111111111111100011111000000000000000000000000000000111111111111111111111111111111111111111111111111110000000000000000000000000000001111111111111111111111111111111111111111111111111100000000000000000000000000000011111111111111111111111111111111111111111111111111000000000000000000000000000000111111111111111111111111111111111111111111111111110000000000000000000000000000001111111111111111111111111111111111111111111111111100000000000000000000000000000011111111111111111111111111111111111111111111111111000000000000000000000000000000111111111111111111111111111111111111111111111111110000000000000000000000000000011111111111111111111111111111111111111111111111111100000000000000000000000000011111111111111111111111111111111111111111111111111111000000000000000000000000011111111111111111111111111111111111111111111111111111110000000000000000000000111111111111111111111111111111111111111111111111111111111100000000000000000000011111111111111111111111111111111111111111111111111111111111000000000000000000011111111111111111111111111111111111111111111111111111111111110000000000000000011111111111111111111111111111111111111111111111111111111111111100000000000000011111111111111111111111111111111111111111111111111111111111111111000000000000011111111111111111111111111111111111111111111111111111111111111111110000000000001111111111111111111111111111111111111111111111111111111111111111111100000000000111111111111111111111111111111111111111111111111111111111111111111111000000000111111111111111111111111111111111111111111111111111111111111111111111110000000011111111111111111111111111111111111111111111111111111111111111111111111100000000111111111111111111111111111111111111111111111111111111111111111111111111000000011111111111111111111111111111111111111111111111111111111111111111111111110000001111111111111111111111111111111111111111111111111111111111111111111111111100001111111111111111111111111111111111111111111111111111111111111111111111111111000111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
2022-03-25 21:35:24 [    INFO] ====================================================================================
2022-03-25 21:36:01 [    INFO] 2022-03-25 21:36:01, Eingang, GetMdState, 0, 1
2022-03-25 21:36:01 [    INFO] 2022-03-25 21:36:01, Eingang, GetMdState, 0, 1
2022-03-25 21:36:01 [    INFO] 2022-03-25 21:36:01, Eingang, GetMdState, 0, 1
2022-03-25 21:36:02 [    INFO] 2022-03-25 21:36:02, Eingang, GetMdState, 0, 1
2022-03-25 21:36:02 [    INFO] 2022-03-25 21:36:02, Eingang, GetMdState, 0, 1
2022-03-25 21:36:02 [    INFO] 2022-03-25 21:36:02, Eingang, GetMdState, 0, 1
2022-03-25 21:36:02 [    INFO] 2022-03-25 21:36:02, Eingang, GetMdState, 0, 1
2022-03-25 21:36:03 [    INFO] 2022-03-25 21:36:03, Eingang, GetMdState, 0, 1
2022-03-25 21:36:03 [    INFO] 2022-03-25 21:36:03, Eingang, GetMdState, 0, 1
2022-03-25 21:36:03 [    INFO] 2022-03-25 21:36:03, Eingang, GetMdState, 0, 1
2022-03-25 21:36:03 [    INFO] 2022-03-25 21:36:03, Eingang, GetMdState, 0, 1
2022-03-25 21:36:04 [    INFO] 2022-03-25 21:36:04, Eingang, GetMdState, 0, 1
2022-03-25 21:36:04 [    INFO] 2022-03-25 21:36:04, Eingang, GetMdState, 0, 1
2022-03-25 21:36:04 [    INFO] 2022-03-25 21:36:04, Eingang, GetMdState, 0, 1
2022-03-25 21:36:04 [    INFO] 2022-03-25 21:36:05, Eingang, GetMdState, 0, 1
2022-03-25 21:36:05 [    INFO] 2022-03-25 21:36:05, Eingang, GetMdState, 0, 1
2022-03-25 21:36:05 [    INFO] 2022-03-25 21:36:05, Eingang, GetMdState, 0, 1
2022-03-25 21:36:05 [    INFO] 2022-03-25 21:36:05, Eingang, GetMdState, 0, 1
2022-03-25 21:36:05 [    INFO] 2022-03-25 21:36:05, Eingang, GetMdState, 0, 1
2022-03-25 21:36:06 [    INFO] 2022-03-25 21:36:06, Eingang, GetMdState, 0, 1
2022-03-25 21:36:06 [    INFO] 2022-03-25 21:36:06, Eingang, GetMdState, 0, 1
2022-03-25 21:36:06 [    INFO] 2022-03-25 21:36:06, Eingang, GetMdState, 0, 1
2022-03-25 21:36:07 [    INFO] 2022-03-25 21:36:06, Eingang, GetMdState, 0, 1
2022-03-25 21:36:07 [    INFO] 2022-03-25 21:36:07, Eingang, GetMdState, 0, 1
2022-03-25 21:36:07 [    INFO] 2022-03-25 21:36:07, Eingang, GetMdState, 0, 1
2022-03-25 21:36:08 [    INFO] 2022-03-25 21:36:08, Eingang, GetMdState, 0, 1
2022-03-25 21:36:08 [    INFO] 2022-03-25 21:36:08, Eingang, GetMdState, 0, 1
2022-03-25 21:36:08 [    INFO] 2022-03-25 21:36:08, Eingang, GetMdState, 0, 1
2022-03-25 21:36:08 [    INFO] 2022-03-25 21:36:09, Eingang, GetMdState, 0, 1
2022-03-25 21:36:09 [    INFO] 2022-03-25 21:36:09, Eingang, GetMdState, 0, 1
2022-03-25 21:36:09 [    INFO] 2022-03-25 21:36:09, Eingang, GetMdState, 0, 1
2022-03-25 21:36:09 [    INFO] 2022-03-25 21:36:09, Eingang, GetMdState, 0, 1
2022-03-25 21:36:09 [    INFO] 2022-03-25 21:36:09, Eingang, GetMdState, 0, 1
2022-03-25 21:36:10 [    INFO] 2022-03-25 21:36:10, Eingang, GetMdState, 0, 1
2022-03-25 21:36:10 [    INFO] 2022-03-25 21:36:10, Eingang, GetMdState, 0, 1
2022-03-25 21:36:10 [    INFO] 2022-03-25 21:36:11, Eingang, GetMdState, 0, 1
2022-03-25 21:36:11 [    INFO] 2022-03-25 21:36:11, Eingang, GetMdState, 0, 1
2022-03-25 21:36:11 [    INFO] 2022-03-25 21:36:11, Eingang, GetMdState, 0, 1
2022-03-25 21:36:11 [    INFO] 2022-03-25 21:36:12, Eingang, GetMdState, 0, 1
