2022-03-21 16:21:13 [    INFO] ===================== Start Monitoring Motion of Reolink Camera ====================
2022-03-21 16:21:13 [    INFO] camera source:           Eingang, frameRate:               10
2022-03-21 16:21:13 [    INFO] resolution:              2560*1920, bitRate:                 6144
2022-03-21 16:21:13 [    INFO] ------------------------------------------------------------------------------------
2022-03-21 16:21:13 [    INFO] start time:              2022-03-21 16:21:13
2022-03-21 16:21:13 [    INFO] ====================================================================================
2022-03-21 16:21:13 [    INFO] alarm area (80, 60):000000000000000000000000000001111111111111111111111111111111111000000000000001110000000000000000000000000000011111111111111111111111111111111110000000000000011100000000000000000000000000000011111111111111111111111111111111100000000000000111000000000000000000000000000000111111111111111111111111111111111000000000000001110000000000000000000000000000001111111111111111111111111111111110000000000000011100000000000000000000000000000011111111111111111111111111111111100000000000000111000000000000000000000000000000111111111111111111111111111111111111100000000001110000000000000000000000000000001111111111111111111111111111111111111111000000111100000000000000000000000000000011111111111111111111111111111111111111111111111111000000000000000000000000000000111111111111111111111111111111111111111111111111110000000000000000000000000000001111111111111111111111111111111111111111111111111100000000000000000000000000000011111111111111111111111111111111111111111111111111000000000000000000000000000000111111111111111111111111111111111111111111111111110000000000000000000000000000001111111111111111111111111111111111111111111111111100000000000000000000000000000011111111111111111111111111111111111111111111111111000000000000000000000000000000111111111111111111111111111111111111111111111111110000000000000000000000000000011111111111111111111111111111111111111111111111111100000000000000000000000000011111111111111111111111111111111111111111111111111111000000000000000000000000011111111111111111111111111111111111111111111111111111110000000000000000000000111111111111111111111111111111111111111111111111111111111100000000000000000000011111111111111111111111111111111111111111111111111111111111000000000000000000011111111111111111111111111111111111111111111111111111111111110000000000000000011111111111111111111111111111111111111111111111111111111111111100000000000000011111111111111111111111111111111111111111111111111111111111111111000000000000011111111111111111111111111111111111111111111111111111111111111111110000000000001111111111111111111111111111111111111111111111111111111111111111111100000000000111111111111111111111111111111111111111111111111111111111111111111111000000000111111111111111111111111111111111111111111111111111111111111111111111110000000011111111111111111111111111111111111111111111111111111111111111111111111100000000111111111111111111111111111111111111111111111111111111111111111111111111000000011111111111111111111111111111111111111111111111111111111111111111111111110000001111111111111111111111111111111111111111111111111111111111111111111111111100001111111111111111111111111111111111111111111111111111111111111111111111111111000111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
2022-03-21 16:21:13 [    INFO] ====================================================================================
2022-03-21 16:25:40 [    INFO] 2022-03-21 16:25:39, Eingang, GetMdState, 0, 1
2022-03-21 16:25:40 [    INFO] 2022-03-21 16:25:40, Eingang, GetMdState, 0, 1
2022-03-21 16:25:40 [    INFO] 2022-03-21 16:25:40, Eingang, GetMdState, 0, 1
2022-03-21 16:25:41 [    INFO] 2022-03-21 16:25:40, Eingang, GetMdState, 0, 1
2022-03-21 16:25:41 [    INFO] 2022-03-21 16:25:41, Eingang, GetMdState, 0, 1
2022-03-21 16:25:41 [    INFO] 2022-03-21 16:25:41, Eingang, GetMdState, 0, 1
2022-03-21 16:25:42 [    INFO] 2022-03-21 16:25:41, Eingang, GetMdState, 0, 1
2022-03-21 16:25:42 [    INFO] 2022-03-21 16:25:42, Eingang, GetMdState, 0, 1
2022-03-21 16:25:42 [    INFO] 2022-03-21 16:25:42, Eingang, GetMdState, 0, 1
2022-03-21 16:25:43 [    INFO] 2022-03-21 16:25:42, Eingang, GetMdState, 0, 1
2022-03-21 16:25:43 [    INFO] 2022-03-21 16:25:43, Eingang, GetMdState, 0, 1
2022-03-21 16:25:43 [    INFO] 2022-03-21 16:25:43, Eingang, GetMdState, 0, 1
2022-03-21 16:25:44 [    INFO] 2022-03-21 16:25:43, Eingang, GetMdState, 0, 1
2022-03-21 16:25:44 [    INFO] 2022-03-21 16:25:44, Eingang, GetMdState, 0, 1
2022-03-21 16:25:44 [    INFO] 2022-03-21 16:25:44, Eingang, GetMdState, 0, 1
2022-03-21 16:25:44 [    INFO] 2022-03-21 16:25:44, Eingang, GetMdState, 0, 1
2022-03-21 16:25:45 [    INFO] 2022-03-21 16:25:44, Eingang, GetMdState, 0, 1
2022-03-21 16:25:45 [    INFO] 2022-03-21 16:25:45, Eingang, GetMdState, 0, 1
2022-03-21 16:25:45 [    INFO] 2022-03-21 16:25:45, Eingang, GetMdState, 0, 1
2022-03-21 16:25:46 [    INFO] 2022-03-21 16:25:45, Eingang, GetMdState, 0, 1
2022-03-21 16:25:46 [    INFO] 2022-03-21 16:25:46, Eingang, GetMdState, 0, 1
2022-03-21 16:25:47 [    INFO] 2022-03-21 16:25:46, Eingang, GetMdState, 0, 1
2022-03-21 16:25:47 [    INFO] 2022-03-21 16:25:46, Eingang, GetMdState, 0, 1
2022-03-21 16:25:47 [    INFO] 2022-03-21 16:25:47, Eingang, GetMdState, 0, 1
2022-03-21 16:25:47 [    INFO] 2022-03-21 16:25:47, Eingang, GetMdState, 0, 1
2022-03-21 16:25:48 [    INFO] 2022-03-21 16:25:47, Eingang, GetMdState, 0, 1
2022-03-21 16:25:48 [    INFO] 2022-03-21 16:25:47, Eingang, GetMdState, 0, 1
2022-03-21 16:25:49 [    INFO] 2022-03-21 16:25:48, Eingang, GetMdState, 0, 1
2022-03-21 16:25:49 [    INFO] 2022-03-21 16:25:49, Eingang, GetMdState, 0, 1
2022-03-21 16:25:49 [    INFO] 2022-03-21 16:25:49, Eingang, GetMdState, 0, 1
2022-03-21 16:25:50 [    INFO] 2022-03-21 16:25:49, Eingang, GetMdState, 0, 1
2022-03-21 16:25:50 [    INFO] 2022-03-21 16:25:49, Eingang, GetMdState, 0, 1
2022-03-21 16:25:50 [    INFO] 2022-03-21 16:25:50, Eingang, GetMdState, 0, 1
2022-03-21 16:25:51 [    INFO] 2022-03-21 16:25:50, Eingang, GetMdState, 0, 1
2022-03-21 16:25:51 [    INFO] 2022-03-21 16:25:50, Eingang, GetMdState, 0, 1
2022-03-21 16:25:51 [    INFO] 2022-03-21 16:25:51, Eingang, GetMdState, 0, 1
2022-03-21 16:25:51 [    INFO] 2022-03-21 16:25:51, Eingang, GetMdState, 0, 1
2022-03-21 16:25:52 [    INFO] 2022-03-21 16:25:51, Eingang, GetMdState, 0, 1
2022-03-21 16:25:52 [    INFO] 2022-03-21 16:25:51, Eingang, GetMdState, 0, 1
