2022-03-21, 12:07:17, Found, person, 8, 2051,  625
2022-03-21, 12:07:17, Eingang, 8203, 8, No face visible, NA, -1
2022-03-21, 12:07:18, Eingang, 8213, 8, No face visible, NA, -1
2022-03-21, 12:07:19, Eingang, 8223, 8, No face visible, NA, -1
2022-03-21, 12:07:20, Eingang, 8233, 8, No face visible, NA, -1
2022-03-21, 12:07:21, Eingang, 8243, 8, No face visible, NA, -1
2022-03-21, 12:07:22, Eingang, 8253, 8, No face visible, NA, -1
2022-03-21, 12:07:23, Eingang, 8263, 8, No face visible, NA, -1
2022-03-21, 12:07:23, Eingang, 8264, 8, No face visible, NA, -1
2022-03-21, 12:07:24, Eingang, 8274, 8, No face visible, NA, -1
2022-03-21, 12:07:25, Eingang, 8284, 8, No face visible, NA, -1
2022-03-21, 12:07:26, Eingang, 8294, 8, No face visible, NA, -1
2022-03-21, 12:07:27, Eingang, 8304, 8, No face visible, NA, -1
2022-03-21, 12:07:28, Eingang, 8314, 8, No face visible, NA, -1
2022-03-21, 12:07:29, Eingang, 8324, 8, No face visible, NA, -1
2022-03-21, 12:07:29, Eingang, 8325, 8, No face visible, NA, -1
2022-03-21, 12:07:30, Eingang, 8335, 8, No face visible, NA, -1
2022-03-21, 12:07:31, Eingang, 8345, 8, No face visible, NA, -1
2022-03-21, 12:07:32, Eingang, 8355, 8, No face visible, NA, -1
2022-03-21, 12:07:33, Eingang, 8365, 8, No face visible, NA, -1
2022-03-21, 12:07:34, Eingang, 8375, 8, No face visible, NA, -1
2022-03-21, 12:07:35, Eingang, 8385, 8, No face visible, NA, -1
2022-03-21, 12:07:35, Eingang, 8386, 8, No face visible, NA, -1
2022-03-21, 12:07:36, Eingang, 8396, 8, No face visible, NA, -1
2022-03-21, 12:07:37, Eingang, 8406, 8, No face visible, NA, -1
2022-03-21, 12:07:38, Eingang, 8416, 8, No face visible, NA, -1
2022-03-21, 12:07:39, Eingang, 8426, 8, No face visible, NA, -1
2022-03-21, 12:07:41, Eingang, 8436, 8, No face visible, NA, -1
2022-03-21, 12:07:41, Eingang, 8446, 8, No face visible, NA, -1
2022-03-21, 12:07:41, Eingang, 8447, 8, No face visible, NA, -1
2022-03-21, 12:07:42, Eingang, 8457, 8, No face visible, NA, -1
2022-03-21, 12:07:43, Eingang, 8467, 8, No face visible, NA, -1
2022-03-21, 12:07:46, Eingang, 8489, 8, No face visible, NA, -1
2022-03-21, 12:07:47, Eingang, 8499, 8, No face visible, NA, -1
2022-03-21, 12:07:56, Lost, person, 8, 2062,  398
